time,value
2024-07-07T00:53:35.72635639Z,{"lat":10.922101749384355,"lon":106.7132957030729}
2024-07-07T00:53:36.741371559Z,{"lat":10.921951852732208,"lon":106.7133062566471}
2024-07-07T00:53:37.756387632Z,{"lat":10.921811596121035,"lon":106.71331000348007}
2024-07-07T00:53:38.776302926Z,{"lat":10.921663234099963,"lon":106.71332568239538}
2024-07-07T00:53:39.796627941Z,{"lat":10.921518795466787,"lon":106.71334123860314}
2024-07-07T00:53:41.090373843Z,{"lat":10.921392561593084,"lon":106.71336204190365}
2024-07-07T00:53:41.829634103Z,{"lat":10.921269063703882,"lon":106.71336533357457}
2024-07-07T00:53:42.847577745Z,{"lat":10.921136001793151,"lon":106.7133830785813}
2024-07-07T00:53:43.839484812Z,{"lat":10.920996552340021,"lon":106.7133843630734}
2024-07-07T00:53:44.881196839Z,{"lat":10.920868834647285,"lon":106.71337868781937}
2024-07-07T00:53:45.881521375Z,{"lat":10.920745861447184,"lon":106.71337070498836}
2024-07-07T00:53:46.906203184Z,{"lat":10.920651246400944,"lon":106.71335388063237}
2024-07-07T00:53:47.93447832Z,{"lat":10.920561619834121,"lon":106.71334979640103}
2024-07-07T00:53:48.946165877Z,{"lat":10.920485251839917,"lon":106.7133612804977}
2024-07-07T00:53:49.966355949Z,{"lat":10.920392477831571,"lon":106.7133527202506}
2024-07-07T00:53:50.976313817Z,{"lat":10.920295448957786,"lon":106.71336128049751}
2024-07-07T00:53:51.986365042Z,{"lat":10.92017118031487,"lon":106.71335854504366}
2024-07-07T00:53:52.994454129Z,{"lat":10.920040957238108,"lon":106.71335919598526}
2024-07-07T00:53:54.02172003Z,{"lat":10.919897470361251,"lon":106.71334464424838}
2024-07-07T00:53:55.024684455Z,{"lat":10.919741463389785,"lon":106.7133444982655}
2024-07-07T00:53:56.066222721Z,{"lat":10.919584272474365,"lon":106.71334469682147}
2024-07-07T00:53:57.076954604Z,{"lat":10.919433381818308,"lon":106.7133254269497}
2024-07-07T00:53:58.09661612Z,{"lat":10.91927957690977,"lon":106.71332821967891}
2024-07-07T00:53:59.106092499Z,{"lat":10.919132717252754,"lon":106.71331355440802}
2024-07-07T00:54:00.126641404Z,{"lat":10.918981506622094,"lon":106.71330409284786}
2024-07-07T00:54:01.146637075Z,{"lat":10.91882926449739,"lon":106.71331118494176}
2024-07-07T00:54:02.166778927Z,{"lat":10.918678796747901,"lon":106.71330409660766}
2024-07-07T00:54:03.171388276Z,{"lat":10.918528986030429,"lon":106.71329733312228}
2024-07-07T00:54:04.169846373Z,{"lat":10.918392787210552,"lon":106.71329139620069}
2024-07-07T00:54:05.216188247Z,{"lat":10.918252264691398,"lon":106.7132735476946}
2024-07-07T00:54:06.226668802Z,{"lat":10.918129025544772,"lon":106.71327624161651}
2024-07-07T00:54:07.246155544Z,{"lat":10.918004528911293,"lon":106.71326036188478}
2024-07-07T00:54:08.262330987Z,{"lat":10.917886016417214,"lon":106.71325855448052}
2024-07-07T00:54:09.276353788Z,{"lat":10.91776436223888,"lon":106.71324733830816}
2024-07-07T00:54:10.296475993Z,{"lat":10.917635818482383,"lon":106.71325402820412}
2024-07-07T00:54:11.31468091Z,{"lat":10.917510577210942,"lon":106.71324753344598}
2024-07-07T00:54:12.301240048Z,{"lat":10.917373120770606,"lon":106.71323796234708}
2024-07-07T00:54:13.346298615Z,{"lat":10.917110427207449,"lon":106.71322323971121}
2024-07-07T00:54:14.356137643Z,{"lat":10.916965131036015,"lon":106.71321434665933}
2024-07-07T00:54:15.381432009Z,{"lat":10.916824834559526,"lon":106.71320547384707}
2024-07-07T00:54:16.396363791Z,{"lat":10.916699543892603,"lon":106.71319755086452}
2024-07-07T00:54:17.39620476Z,{"lat":10.916565500714718,"lon":106.71318907353175}
2024-07-07T00:54:18.421040951Z,{"lat":10.91643131842414,"lon":106.71317771572853}
2024-07-07T00:54:19.434407604Z,{"lat":10.916294473568328,"lon":106.71316887493411}
2024-07-07T00:54:20.449691044Z,{"lat":10.916163884210563,"lon":106.71316149425301}
2024-07-07T00:54:21.456281326Z,{"lat":10.916024382536188,"lon":106.71315673750155}
2024-07-07T00:54:22.476458356Z,{"lat":10.915879056930049,"lon":106.71315142255202}
2024-07-07T00:54:23.501441072Z,{"lat":10.915734437813201,"lon":106.71314197726439}
2024-07-07T00:54:24.506526645Z,{"lat":10.915580325241372,"lon":106.71315015307663}
2024-07-07T00:54:25.536224505Z,{"lat":10.91542744201177,"lon":106.71314389378335}
2024-07-07T00:54:26.539713153Z,{"lat":10.915273690229316,"lon":106.71313576069007}
2024-07-07T00:54:27.55643486Z,{"lat":10.915118207788762,"lon":106.71312459066715}
2024-07-07T00:54:28.577125925Z,{"lat":10.914964454865395,"lon":106.71311404149816}
2024-07-07T00:54:29.59621139Z,{"lat":10.914811014870912,"lon":106.71310771830319}
2024-07-07T00:54:30.606101879Z,{"lat":10.914657078459793,"lon":106.71310348355655}
2024-07-07T00:54:31.626821323Z,{"lat":10.91451066165797,"lon":106.7130875535081}
2024-07-07T00:54:32.636548793Z,{"lat":10.914373853271876,"lon":106.71306553118582}
2024-07-07T00:54:33.640537061Z,{"lat":10.914231930984613,"lon":106.71305358202217}
2024-07-07T00:54:34.676344804Z,{"lat":10.914082634232416,"lon":106.71303900816822}
2024-07-07T00:54:35.699732465Z,{"lat":10.91392384641043,"lon":106.71302987822752}
2024-07-07T00:54:36.706800356Z,{"lat":10.913762193856986,"lon":106.71302990344702}
2024-07-07T00:54:37.72644699Z,{"lat":10.91361125291521,"lon":106.71301413417187}
2024-07-07T00:54:38.736730605Z,{"lat":10.913451557131433,"lon":106.71299299533754}
2024-07-07T00:54:39.756292594Z,{"lat":10.913278181762388,"lon":106.71298302261093}
2024-07-07T00:54:40.7811006Z,{"lat":10.913105258047764,"lon":106.71297139664597}
2024-07-07T00:54:41.781632268Z,{"lat":10.912933654120257,"lon":106.71295984834728}
2024-07-07T00:54:42.801289536Z,{"lat":10.912765877973088,"lon":106.71294701316623}
2024-07-07T00:54:43.805621012Z,{"lat":10.912595362050832,"lon":106.71293609925398}
2024-07-07T00:54:44.839438278Z,{"lat":10.912440402051887,"lon":106.71294353244097}
2024-07-07T00:54:45.859489651Z,{"lat":10.912283483060397,"lon":106.71293396509563}
2024-07-07T00:54:46.888147572Z,{"lat":10.91212430886419,"lon":106.71292406877627}
2024-07-07T00:54:47.889838691Z,{"lat":10.911951882204464,"lon":106.71291380391884}
2024-07-07T00:54:48.914730907Z,{"lat":10.911777499501998,"lon":106.71288924983835}
2024-07-07T00:54:49.929789269Z,{"lat":10.911604834412358,"lon":106.71288891287814}
2024-07-07T00:54:50.94566751Z,{"lat":10.911440737730766,"lon":106.71287190075753}
2024-07-07T00:54:51.963840918Z,{"lat":10.911268017352397,"lon":106.71287715475351}
2024-07-07T00:54:52.979136262Z,{"lat":10.911100153387414,"lon":106.712866265629}
2024-07-07T00:54:53.974634068Z,{"lat":10.910949654876141,"lon":106.71285026827165}
2024-07-07T00:54:55.009712264Z,{"lat":10.910792540835015,"lon":106.71284246568024}
2024-07-07T00:54:56.023576176Z,{"lat":10.910639168182813,"lon":106.71283045390545}
2024-07-07T00:54:57.044783119Z,{"lat":10.910494034786723,"lon":106.7128181877277}
2024-07-07T00:54:58.059590408Z,{"lat":10.91036177319561,"lon":106.71281431281693}
2024-07-07T00:54:59.073465544Z,{"lat":10.910237873301796,"lon":106.7128089632053}
2024-07-07T00:55:00.089903765Z,{"lat":10.910118950071864,"lon":106.71280618546986}
2024-07-07T00:55:01.10961952Z,{"lat":10.90999333269736,"lon":106.71281845970276}
2024-07-07T00:55:02.119667623Z,{"lat":10.90988351068325,"lon":106.71281353564044}
2024-07-07T00:55:03.119523169Z,{"lat":10.909772486262424,"lon":106.71280370948041}
2024-07-07T00:55:04.159662153Z,{"lat":10.909655602587627,"lon":106.7128006285816}
2024-07-07T00:55:05.177336326Z,{"lat":10.90953066877983,"lon":106.71279880220929}
2024-07-07T00:55:06.18956546Z,{"lat":10.909402934205154,"lon":106.71279377267568}
2024-07-07T00:55:07.209553466Z,{"lat":10.90927726440323,"lon":106.7127830852923}
2024-07-07T00:55:08.229385645Z,{"lat":10.90917629445209,"lon":106.71275723612695}
2024-07-07T00:55:09.239399815Z,{"lat":10.909049954559208,"lon":106.7127540264926}
2024-07-07T00:55:10.25473933Z,{"lat":10.9089223926302,"lon":106.71274115500894}
2024-07-07T00:55:11.269477673Z,{"lat":10.908792163864991,"lon":106.71273075661178}
2024-07-07T00:55:12.269614548Z,{"lat":10.908654359049592,"lon":106.71272693493837}
2024-07-07T00:55:13.309226143Z,{"lat":10.90854269131077,"lon":106.71271807558433}
2024-07-07T00:55:14.319565015Z,{"lat":10.908446064048544,"lon":106.71271253451728}
2024-07-07T00:55:15.319298534Z,{"lat":10.908367146169903,"lon":106.7127115355708}
2024-07-07T00:55:16.329398335Z,{"lat":10.90822695080374,"lon":106.7127048541328}
2024-07-07T00:55:17.359516059Z,{"lat":10.908161154484473,"lon":106.71270045110421}
2024-07-07T00:55:18.352776847Z,{"lat":10.908093898508866,"lon":106.71269885343419}
2024-07-07T00:55:19.365578561Z,{"lat":10.908032325940809,"lon":106.7127021747888}
2024-07-07T00:55:20.37447069Z,{"lat":10.907961436466698,"lon":106.71270184102487}
2024-07-07T00:55:21.409853849Z,{"lat":10.907877714198042,"lon":106.7126957785302}
2024-07-07T00:55:22.429659578Z,{"lat":10.907779451709578,"lon":106.712689966937}
2024-07-07T00:55:23.444435647Z,{"lat":10.9076732534889,"lon":106.71268473254133}
2024-07-07T00:55:24.469506943Z,{"lat":10.90755957273566,"lon":106.71266398170731}
2024-07-07T00:55:25.479611839Z,{"lat":10.907441809752822,"lon":106.71264755225462}
2024-07-07T00:55:26.48984207Z,{"lat":10.907315712324236,"lon":106.71264288496505}
2024-07-07T00:55:27.519562577Z,{"lat":10.90718768069651,"lon":106.71264370552521}
2024-07-07T00:55:28.519411314Z,{"lat":10.907056344294562,"lon":106.71263791389967}
2024-07-07T00:55:29.539502144Z,{"lat":10.906922320836433,"lon":106.71264824856057}
2024-07-07T00:55:30.57335501Z,{"lat":10.906787366508976,"lon":106.71264103776771}
2024-07-07T00:55:31.556529844Z,{"lat":10.906645057212508,"lon":106.71263135250759}
2024-07-07T00:55:32.573885105Z,{"lat":10.906496915821206,"lon":106.71262368359922}
2024-07-07T00:55:33.593288503Z,{"lat":10.906350689117163,"lon":106.712610903146}
2024-07-07T00:55:34.609531332Z,{"lat":10.906204117548029,"lon":106.7125982861415}
2024-07-07T00:55:35.624695135Z,{"lat":10.906053036519292,"lon":106.71258932246542}
2024-07-07T00:55:36.634654401Z,{"lat":10.905902346615713,"lon":106.71258192680506}
2024-07-07T00:55:37.652704616Z,{"lat":10.905749221891169,"lon":106.71257370631425}
2024-07-07T00:55:38.67475959Z,{"lat":10.90558733277053,"lon":106.71256709923333}
2024-07-07T00:55:39.684544193Z,{"lat":10.905425426716192,"lon":106.71256166884899}
2024-07-07T00:55:40.70484831Z,{"lat":10.905258890143154,"lon":106.71255637904221}
2024-07-07T00:55:41.724788259Z,{"lat":10.90509310529735,"lon":106.71254949717142}
2024-07-07T00:55:42.734597335Z,{"lat":10.904927449940123,"lon":106.71254231662418}
2024-07-07T00:55:43.757908807Z,{"lat":10.90476502006822,"lon":106.71253462872237}
2024-07-07T00:55:44.774576007Z,{"lat":10.904604701920716,"lon":106.71252292017634}
2024-07-07T00:55:45.7644949Z,{"lat":10.90443827887399,"lon":106.71250869277168}
2024-07-07T00:55:46.775832199Z,{"lat":10.904275312226584,"lon":106.71249679039961}
2024-07-07T00:55:47.804505551Z,{"lat":10.904114219674828,"lon":106.71248608335632}
2024-07-07T00:55:48.814593946Z,{"lat":10.903954122110935,"lon":106.7124775277002}
2024-07-07T00:55:49.834415321Z,{"lat":10.903789523479594,"lon":106.71246537272947}
2024-07-07T00:55:50.854617202Z,{"lat":10.903631370086972,"lon":106.71244776409088}
2024-07-07T00:55:51.91449007Z,{"lat":10.903475445122067,"lon":106.71242752200685}
2024-07-07T00:55:52.877542431Z,{"lat":10.903321916037944,"lon":106.7123985188499}
2024-07-07T00:55:53.890499089Z,{"lat":10.903167452995943,"lon":106.71236418102096}
2024-07-07T00:55:54.900761796Z,{"lat":10.903016017839578,"lon":106.71232859705565}
2024-07-07T00:55:55.9445787Z,{"lat":10.902869138209718,"lon":106.71229120263506}
2024-07-07T00:55:56.954528896Z,{"lat":10.902725619030763,"lon":106.7122466803818}
2024-07-07T00:55:57.974431304Z,{"lat":10.902586453125258,"lon":106.71219830459181}
2024-07-07T00:55:58.984630158Z,{"lat":10.902450043373843,"lon":106.71214856931547}
2024-07-07T00:56:00.002809541Z,{"lat":10.90232022136242,"lon":106.71209528348318}
2024-07-07T00:56:01.030622417Z,{"lat":10.902203243834304,"lon":106.71204848205136}
2024-07-07T00:56:02.03272676Z,{"lat":10.902106518704604,"lon":106.71199804229212}
2024-07-07T00:56:03.052585112Z,{"lat":10.902015200214603,"lon":106.7119658400147}
2024-07-07T00:56:04.052592996Z,{"lat":10.901934826373573,"lon":106.71193264990382}
2024-07-07T00:56:05.079824451Z,{"lat":10.901863332479474,"lon":106.71190258460638}
2024-07-07T00:56:06.104073565Z,{"lat":10.901810433236,"lon":106.71186963951924}
2024-07-07T00:56:07.124133099Z,{"lat":10.90175765247275,"lon":106.71184051616152}
2024-07-07T00:56:08.143872862Z,{"lat":10.901720760451507,"lon":106.7118187891993}
2024-07-07T00:56:09.157229197Z,{"lat":10.901690214204727,"lon":106.71180264383499}
2024-07-07T00:56:10.176777572Z,{"lat":10.901665146396844,"lon":106.7117919910569}
2024-07-07T00:56:11.183766933Z,{"lat":10.901644969675209,"lon":106.71179020552114}
2024-07-07T00:56:12.183659241Z,{"lat":10.901605564778087,"lon":106.71178395752537}
2024-07-07T00:56:13.213740693Z,{"lat":10.901556869210808,"lon":106.71177372403639}
2024-07-07T00:56:14.233583004Z,{"lat":10.90150987431984,"lon":106.71174187789906}
2024-07-07T00:56:15.253602479Z,{"lat":10.901462032055964,"lon":106.71170760306764}
2024-07-07T00:56:16.266981221Z,{"lat":10.90141059894349,"lon":106.71166816909161}
2024-07-07T00:56:17.284157854Z,{"lat":10.901348135534606,"lon":106.71162506633193}
2024-07-07T00:56:18.283955069Z,{"lat":10.901277247692462,"lon":106.71157830052246}
2024-07-07T00:56:19.30367152Z,{"lat":10.901195207841198,"lon":106.71152225565073}
2024-07-07T00:56:20.326691601Z,{"lat":10.901101632061586,"lon":106.71146007463449}
2024-07-07T00:56:21.333833437Z,{"lat":10.900884087569423,"lon":106.71134081403518}
2024-07-07T00:56:22.334026741Z,{"lat":10.900770470658856,"lon":106.71127560658239}
2024-07-07T00:56:23.357407031Z,{"lat":10.90064950837527,"lon":106.71119992717853}
2024-07-07T00:56:24.363903828Z,{"lat":10.900521411432136,"lon":106.71112958820542}
2024-07-07T00:56:25.383633937Z,{"lat":10.900398779046292,"lon":106.71104455040071}
2024-07-07T00:56:26.404104212Z,{"lat":10.900262902789754,"lon":106.71096658748897}
2024-07-07T00:56:27.423873174Z,{"lat":10.900122529265332,"lon":106.71088980707823}
2024-07-07T00:56:28.443830433Z,{"lat":10.89998881209575,"lon":106.71081272165424}
2024-07-07T00:56:29.462205198Z,{"lat":10.899862335259378,"lon":106.71073917859351}
2024-07-07T00:56:30.467076665Z,{"lat":10.899738593484937,"lon":106.71065088401343}
2024-07-07T00:56:31.483572449Z,{"lat":10.899613688126646,"lon":106.71056415389828}
2024-07-07T00:56:32.503744779Z,{"lat":10.899491559680044,"lon":106.71048389773075}
2024-07-07T00:56:33.524249873Z,{"lat":10.899364261945133,"lon":106.71039707170807}
2024-07-07T00:56:34.534020046Z,{"lat":10.899228176093924,"lon":106.7103176459912}
2024-07-07T00:56:35.553770227Z,{"lat":10.89910574258932,"lon":106.71022379419068}
2024-07-07T00:56:36.573572273Z,{"lat":10.898975816906923,"lon":106.71013767540616}
2024-07-07T00:56:37.570752902Z,{"lat":10.898861811768395,"lon":106.71004160610497}
2024-07-07T00:56:38.605064533Z,{"lat":10.898739265717936,"lon":106.70994234126432}
2024-07-07T00:56:39.615209676Z,{"lat":10.898613826902917,"lon":106.70984296572225}
2024-07-07T00:56:40.635090999Z,{"lat":10.898485504491687,"lon":106.70974088837092}
2024-07-07T00:56:41.655196454Z,{"lat":10.898357461194452,"lon":106.70963630470426}
2024-07-07T00:56:42.665266397Z,{"lat":10.898226696618513,"lon":106.70953541192}
2024-07-07T00:56:43.685186759Z,{"lat":10.898107165985849,"lon":106.70943368547816}
2024-07-07T00:56:44.70518953Z,{"lat":10.897986722667499,"lon":106.70932858149986}
2024-07-07T00:56:45.727227171Z,{"lat":10.897867826098832,"lon":106.7092238480138}
2024-07-07T00:56:46.734430672Z,{"lat":10.897742728039855,"lon":106.70912168480682}
2024-07-07T00:56:47.762373188Z,{"lat":10.89761453697469,"lon":106.70901773128297}
2024-07-07T00:56:48.769968189Z,{"lat":10.897483745293885,"lon":106.70891727814391}
2024-07-07T00:56:49.766587485Z,{"lat":10.897353896342686,"lon":106.7088155823838}
2024-07-07T00:56:50.793471466Z,{"lat":10.897231976339835,"lon":106.70869788497357}
2024-07-07T00:56:51.791532197Z,{"lat":10.89710542322614,"lon":106.70859021783711}
2024-07-07T00:56:52.796801385Z,{"lat":10.896975635465518,"lon":106.70848330952438}
2024-07-07T00:56:53.838523855Z,{"lat":10.89684623519068,"lon":106.70837638505606}
2024-07-07T00:56:54.853340185Z,{"lat":10.896719493429705,"lon":106.70826551998397}
2024-07-07T00:56:55.852642038Z,{"lat":10.896594925098944,"lon":106.70815938214828}
2024-07-07T00:56:56.88342388Z,{"lat":10.896471605789909,"lon":106.70804912758123}
2024-07-07T00:56:57.901841874Z,{"lat":10.89634717048958,"lon":106.70793898515323}
2024-07-07T00:56:58.923555797Z,{"lat":10.896221796461097,"lon":106.7078277461622}
2024-07-07T00:56:59.933370076Z,{"lat":10.896096388660002,"lon":106.70772272949507}
2024-07-07T00:57:00.953780685Z,{"lat":10.895973377141251,"lon":106.70762017095237}
2024-07-07T00:57:01.943403287Z,{"lat":10.895849378554418,"lon":106.70751876298368}
2024-07-07T00:57:02.976748854Z,{"lat":10.895726089691344,"lon":106.70741816298423}
2024-07-07T00:57:03.969466935Z,{"lat":10.89560295457355,"lon":106.70730954728997}
2024-07-07T00:57:05.011584604Z,{"lat":10.895468123141017,"lon":106.70720441172804}
2024-07-07T00:57:06.017459447Z,{"lat":10.89533552875565,"lon":106.70709759408537}
2024-07-07T00:57:07.086846519Z,{"lat":10.895196949214478,"lon":106.70699725807881}
2024-07-07T00:57:08.04735527Z,{"lat":10.89506163662307,"lon":106.70688843125679}
2024-07-07T00:57:09.045460349Z,{"lat":10.894928496107687,"lon":106.70677676998127}
2024-07-07T00:57:10.087696508Z,{"lat":10.894798732351477,"lon":106.70666196792956}
2024-07-07T00:57:11.102455776Z,{"lat":10.894669141953838,"lon":106.70654485979114}
2024-07-07T00:57:12.097283944Z,{"lat":10.894537749707396,"lon":106.70642913776793}
2024-07-07T00:57:13.137506814Z,{"lat":10.8944050721173,"lon":106.70632002071868}
2024-07-07T00:57:14.127326092Z,{"lat":10.8942860070292,"lon":106.70621539894242}
2024-07-07T00:57:15.167896429Z,{"lat":10.894171949602509,"lon":106.70611456797087}
2024-07-07T00:57:16.187709598Z,{"lat":10.894061996549276,"lon":106.70602568729899}
2024-07-07T00:57:17.197454797Z,{"lat":10.893956879011366,"lon":106.70594085254811}
2024-07-07T00:57:18.217490361Z,{"lat":10.893861563574946,"lon":106.70586359462865}
2024-07-07T00:57:19.237504858Z,{"lat":10.893775552741998,"lon":106.70578742792055}
2024-07-07T00:57:20.271745852Z,{"lat":10.893690725570398,"lon":106.70570803070709}
2024-07-07T00:57:21.267456173Z,{"lat":10.893617498898239,"lon":106.70563773210957}
2024-07-07T00:57:22.277964434Z,{"lat":10.893550451850865,"lon":106.70558504525312}
2024-07-07T00:57:23.302377719Z,{"lat":10.893489379386482,"lon":106.70553181072863}
2024-07-07T00:57:24.292462691Z,{"lat":10.89341810925046,"lon":106.70547338818668}
2024-07-07T00:57:25.328028798Z,{"lat":10.893341048416177,"lon":106.70540727184678}
2024-07-07T00:57:26.347314551Z,{"lat":10.89316305955512,"lon":106.70525692521316}
2024-07-07T00:57:27.367408869Z,{"lat":10.893070121470743,"lon":106.70517397431516}
2024-07-07T00:57:28.3774839Z,{"lat":10.89297564085834,"lon":106.70509687325344}
2024-07-07T00:57:29.39786207Z,{"lat":10.892894582098538,"lon":106.70503267697663}
2024-07-07T00:57:30.417791561Z,{"lat":10.892830815469472,"lon":106.70497817969776}
2024-07-07T00:57:31.437178335Z,{"lat":10.892771524757455,"lon":106.70492884601569}
2024-07-07T00:57:32.457310013Z,{"lat":10.89272028502154,"lon":106.70488825001678}
2024-07-07T00:57:33.46734964Z,{"lat":10.892684071661677,"lon":106.70485472678209}
2024-07-07T00:57:34.462327703Z,{"lat":10.892641044744622,"lon":106.70481262811353}
2024-07-07T00:57:35.508278332Z,{"lat":10.892581095923557,"lon":106.70476063324564}
2024-07-07T00:57:36.525573094Z,{"lat":10.892510686929002,"lon":106.70470063290172}
2024-07-07T00:57:37.545797272Z,{"lat":10.892426709373964,"lon":106.70463035747726}
2024-07-07T00:57:38.557371722Z,{"lat":10.892332148938255,"lon":106.7045601995055}
2024-07-07T00:57:39.572430017Z,{"lat":10.892230877168954,"lon":106.70447800044874}
2024-07-07T00:57:40.587798818Z,{"lat":10.892129440255687,"lon":106.7043930075018}
2024-07-07T00:57:41.597684796Z,{"lat":10.892020087639064,"lon":106.70430255516916}
2024-07-07T00:57:42.617494858Z,{"lat":10.891903702298823,"lon":106.7042089626214}
2024-07-07T00:57:43.627492008Z,{"lat":10.89178555733718,"lon":106.70411750259605}
2024-07-07T00:57:44.643968263Z,{"lat":10.89167269891366,"lon":106.70401983766484}
2024-07-07T00:57:45.670442272Z,{"lat":10.891560936818289,"lon":106.7039173902163}
2024-07-07T00:57:46.680474652Z,{"lat":10.89144253010653,"lon":106.70382238347108}
2024-07-07T00:57:47.70053442Z,{"lat":10.891334109339713,"lon":106.7037258956994}
2024-07-07T00:57:48.710235978Z,{"lat":10.891226609276915,"lon":106.70362536776715}
2024-07-07T00:57:49.730334593Z,{"lat":10.89111948277442,"lon":106.70352037067885}
2024-07-07T00:57:50.750749034Z,{"lat":10.891013204923079,"lon":106.70341660233358}
2024-07-07T00:57:51.760944845Z,{"lat":10.890910557554603,"lon":106.70331831408025}
2024-07-07T00:57:52.755509051Z,{"lat":10.8908049153293,"lon":106.70321943766778}
2024-07-07T00:57:53.780653539Z,{"lat":10.890706192764547,"lon":106.70311620636387}
2024-07-07T00:57:54.795823888Z,{"lat":10.890607157428583,"lon":106.70301160317499}
2024-07-07T00:57:55.910002307Z,{"lat":10.890510162949505,"lon":106.70290546057258}
2024-07-07T00:57:56.830504871Z,{"lat":10.89040588095315,"lon":106.70279637025963}
2024-07-07T00:57:57.840723482Z,{"lat":10.89029238717419,"lon":106.70268628947014}
2024-07-07T00:57:58.845202098Z,{"lat":10.89019167876236,"lon":106.70258558913201}
2024-07-07T00:57:59.880456317Z,{"lat":10.890089413016755,"lon":106.7024829846456}
2024-07-07T00:58:00.900257681Z,{"lat":10.889988415202833,"lon":106.70238429778838}
2024-07-07T00:58:01.920469541Z,{"lat":10.889894034166913,"lon":106.70228323081619}
2024-07-07T00:58:02.930672119Z,{"lat":10.88980121056246,"lon":106.7021883826251}
2024-07-07T00:58:03.9535258Z,{"lat":10.889705774511256,"lon":106.70210614221317}
2024-07-07T00:58:04.97036342Z,{"lat":10.889619711571402,"lon":106.70202634430042}
2024-07-07T00:58:05.980565959Z,{"lat":10.889535226988803,"lon":106.70194513473919}
2024-07-07T00:58:07.000877956Z,{"lat":10.889458220809026,"lon":106.70187172555536}
2024-07-07T00:58:08.018635451Z,{"lat":10.889382800865798,"lon":106.7018088699587}
2024-07-07T00:58:09.010704925Z,{"lat":10.889319623487504,"lon":106.70174613834395}
2024-07-07T00:58:10.050328582Z,{"lat":10.889257646765609,"lon":106.70168013716548}
2024-07-07T00:58:11.075083441Z,{"lat":10.889201840652573,"lon":106.70161959134681}
2024-07-07T00:58:12.08047639Z,{"lat":10.889145237500221,"lon":106.70156449230707}
2024-07-07T00:58:13.098970694Z,{"lat":10.889090764042951,"lon":106.70151422889532}
2024-07-07T00:58:14.095502101Z,{"lat":10.889032150556764,"lon":106.7014634341281}
2024-07-07T00:58:15.130396761Z,{"lat":10.888978902363093,"lon":106.70141494776954}
2024-07-07T00:58:16.150653085Z,{"lat":10.888939103312053,"lon":106.7013772102661}
2024-07-07T00:58:17.170217037Z,{"lat":10.888902706481765,"lon":106.70133707069527}
2024-07-07T00:58:18.188433198Z,{"lat":10.888869591150959,"lon":106.70129135890664}
2024-07-07T00:58:19.200233779Z,{"lat":10.888859788631894,"lon":106.70122610007112}
2024-07-07T00:58:20.210182895Z,{"lat":10.888867952987196,"lon":106.70117750942018}
2024-07-07T00:58:21.23034747Z,{"lat":10.888870278856926,"lon":106.70113151950804}
2024-07-07T00:58:22.253750893Z,{"lat":10.888850462189462,"lon":106.70108323849527}
2024-07-07T00:58:23.270692303Z,{"lat":10.888819792831633,"lon":106.70103995144895}
2024-07-07T00:58:24.260883488Z,{"lat":10.888773920016606,"lon":106.70099385824012}
2024-07-07T00:58:25.301126807Z,{"lat":10.888702863720393,"lon":106.70092747664887}
2024-07-07T00:58:26.310413077Z,{"lat":10.888616010511429,"lon":106.70086601749271}
2024-07-07T00:58:27.320632661Z,{"lat":10.88851940053276,"lon":106.7008162323209}
2024-07-07T00:58:28.353490905Z,{"lat":10.88828552010015,"lon":106.70068834334026}
2024-07-07T00:58:29.344719709Z,{"lat":10.888178091772675,"lon":106.70061750317068}
2024-07-07T00:58:30.439924469Z,{"lat":10.888080155043541,"lon":106.70052196782203}
2024-07-07T00:58:31.376003501Z,{"lat":10.887971615450462,"lon":106.70043228774065}
2024-07-07T00:58:32.412971271Z,{"lat":10.887869954240584,"lon":106.70034186437063}
2024-07-07T00:58:33.691371852Z,{"lat":10.887762127969534,"lon":106.7002569633296}
2024-07-07T00:58:34.429544387Z,{"lat":10.887649985792823,"lon":106.70017844396837}
2024-07-07T00:58:35.443078137Z,{"lat":10.887541508039465,"lon":106.70010023037266}
2024-07-07T00:58:36.471248654Z,{"lat":10.887430588757505,"lon":106.7000184951544}
2024-07-07T00:58:37.502094803Z,{"lat":10.887317270845655,"lon":106.69994141776539}
2024-07-07T00:58:38.51146015Z,{"lat":10.887218070632784,"lon":106.69986340151232}
2024-07-07T00:58:39.532686676Z,{"lat":10.887125592927697,"lon":106.69978988199598}
2024-07-07T00:58:40.548615313Z,{"lat":10.887029803051364,"lon":106.69971930700717}
2024-07-07T00:58:41.565420801Z,{"lat":10.886932559447027,"lon":106.69966122248577}
2024-07-07T00:58:42.585411031Z,{"lat":10.886843229793703,"lon":106.69961528595205}
2024-07-07T00:58:43.59118922Z,{"lat":10.886748547906882,"lon":106.69958380476768}
2024-07-07T00:58:44.611722943Z,{"lat":10.886679030497758,"lon":106.69955454173757}
2024-07-07T00:58:45.631832595Z,{"lat":10.886612601433058,"lon":106.69952013849618}
2024-07-07T00:58:46.634560505Z,{"lat":10.88654561015588,"lon":106.6994943523209}
2024-07-07T00:58:47.663768455Z,{"lat":10.886480415533665,"lon":106.6994797142412}
2024-07-07T00:58:48.693633535Z,{"lat":10.886422337045142,"lon":106.699464403115}
2024-07-07T00:58:49.703595987Z,{"lat":10.886355735465868,"lon":106.69944491197467}
2024-07-07T00:58:50.721030695Z,{"lat":10.886309098031253,"lon":106.69942650581103}
